n,Number,Floor,Layout,Type, View, Square, ExSquare,TotalArea, Price AED, Price USD, target_column
275,B-1213,12,1B Convertible,C,Pool,977,121,1 098,1 892 363,518 456,"1 892 363,518 456"
276,B-1214,12,1B Convertible,A,Pool,845,129,974,1 822 560,499 332,"1 822 560,499 332"
277,B-1215,12,1B Convertible,A,Pool,845,93,938,1 802 129,493 734,"1 802 129,493 734"
278,B-1216,12,1B Convertible,B,Pool,912,70,982,1 826 633,500 447,"1 826 633,500 447"
279,A-1301,13,1B Convertible,B,Pool,923,70,993,1 839 104,503 864,"1 839 104,503 864"
280,A-1302,13,ST Convertible,A,Pool,420,30,450,1 124 608,308 112,"1 124 608,308 112"
281,A-1303,13,ST Convertible,A,Pool,420,41,461,1 135 289,311 038,"1 135 289,311 038"
282,A-1304,13,1B Convertible,C,Pool,953,121,1 075,1 885 610,516 605,"1 885 610,516 605"
283,A-1305,13,2B Convertible,A,Street,1 178,169,1 347,2 182 835,598 037,"2 182 835,598 037"
284,A-1306,13,1B Convertible,A,Street,845,83,929,1 788 610,490 030,"1 788 610,490 030"
285,A-1307,13,1B Convertible,A,Street,845,83,929,1 788 610,490 030,"1 788 610,490 030"
286,A-1313,13,1B Convertible,A,Pool,859,62,921,1 797 699,492 520,"1 797 699,492 520"
287,B-1303,13,3B Convertible,B,Street,1 515,142,1 658,2 648 147,725 520,"2 648 147,725 520"
288,B-1305,13,ST Convertible,A,Street,421,27,448,1 113 270,305 005,"1 113 270,305 005"
289,B-1306,13,ST Convertible,A,Street,421,27,448,1 113 270,305 005,"1 113 270,305 005"
290,B-1307,13,ST Convertible,A,Street,421,26,447,1 112 416,304 772,"1 112 416,304 772"
291,B-1309,13,1B Convertible,A,Street,845,60,906,1 775 918,486 553,"1 775 918,486 553"
292,B-1310,13,2B Convertible,A,Street,1 169,128,1 297,2 151 724,589 513,"2 151 724,589 513"
293,B-1311,13,2B Convertible,A,Street,1 178,126,1 304,2 156 112,590 716,"2 156 112,590 716"
294,B-1312,13,3B Convertible,A,Street,1 458,129,1 587,2 610 255,715 138,"2 610 255,715 138"
295,B-1313,13,1B Convertible,C,Pool,977,121,1 098,1 898 753,520 206,"1 898 753,520 206"
296,B-1314,13,1B Convertible,A,Pool,845,129,974,1 828 232,500 885,"1 828 232,500 885"
297,B-1315,13,1B Convertible,A,Pool,845,93,938,1 807 589,495 230,"1 807 589,495 230"
298,B-1316,13,1B Convertible,B,Pool,912,70,982,1 832 346,502 013,"1 832 346,502 013"
299,A-1401,14,1B Convertible,B,Pool,923,70,993,1 844 886,505 448,"1 844 886,505 448"
300,A-1402,14,ST Convertible,A,Pool,420,30,450,1 128 159,309 085,"1 128 159,309 085"
301,A-1403,14,ST Convertible,A,Pool,420,41,461,1 138 923,312 034,"1 138 923,312 034"
302,A-1406,14,1B Convertible,A,Street,845,83,929,1 794 015,491 511,"1 794 015,491 511"
303,A-1413,14,1B Convertible,A,Pool,859,62,921,1 803 059,493 989,"1 803 059,493 989"
304,B-1403,14,3B Convertible,B,Street,1 515,142,1 658,2 659 082,728 516,"2 659 082,728 516"
305,B-1407,14,ST Convertible,A,Street,421,26,447,1 115 941,305 737,"1 115 941,305 737"
306,B-1410,14,2B Convertible,A,Street,1 169,128,1 297,2 161 343,592 149,"2 161 343,592 149"
307,B-1412,14,3B Convertible,A,Street,1 458,129,1 587,2 620 722,718 006,"2 620 722,718 006"
308,B-1413,14,1B Convertible,C,Pool,977,121,1 098,1 905 144,521 957,"1 905 144,521 957"
309,B-1414,14,1B Convertible,A,Pool,845,129,974,1 833 903,502 439,"1 833 903,502 439"
310,B-1415,14,1B Convertible,A,Pool,845,93,938,1 813 050,496 726,"1 813 050,496 726"
311,B-1416,14,1B Convertible,B,Pool,912,70,982,1 838 060,503 578,"1 838 060,503 578"
312,A-1501,15,1B Convertible,B,Pool,923,70,993,1 850 668,507 032,"1 850 668,507 032"
313,A-1503,15,ST Convertible,A,Pool,420,41,461,1 142 557,313 029,"1 142 557,313 029"
314,A-1503,15,ST Convertible,A,Pool,420,41,461,1 142 557,313 029,"1 142 557,313 029"
315,A-1504,15,1B Convertible,C,Pool,953,121,1 075,1 898 123,520 034,"1 898 123,520 034"
316,A-1513,15,1B Convertible,A,Pool,859,62,921,1 808 419,495 457,"1 808 419,495 457"
317,B-1503,15,3B Convertible,B,Street,1 515,142,1 658,2 670 018,731 512,"2 670 018,731 512"
318,B-1511,15,2B Convertible,A,Street,1 178,126,1 304,2 175 454,596 015,"2 175 454,596 015"
319,B-1513,15,1B Convertible,C,Pool,977,121,1 098,1 911 534,523 708,"1 911 534,523 708"
320,B-1514,15,1B Convertible,A,Pool,845,129,974,1 839 574,503 993,"1 839 574,503 993"
321,B-1515,15,1B Convertible,A,Pool,845,93,938,1 818 511,498 222,"1 818 511,498 222"
322,B-1516,15,1B Convertible,B,Pool,912,70,982,1 843 773,505 143,"1 843 773,505 143"
323,A-1601,16,1B Convertible,B,Pool,923,70,993,1 856 450,508 616,"1 856 450,508 616"
324,A-1604,16,1B Convertible,C,Pool,953,121,1 075,1 904 379,521 748,"1 904 379,521 748"
326,B-1613,16,1B Convertible,C,Pool,977,121,1 098,1 917 925,525 459,"1 917 925,525 459"
327,B-1614,16,1B Convertible,A,Pool,845,129,974,1 845 245,505 547,"1 845 245,505 547"
328,B-1615,16,1B Convertible,A,Pool,845,93,938,1 823 972,499 718,"1 823 972,499 718"
329,B-1616,16,1B Convertible,B,Pool,912,70,982,1 849 486,506 708,"1 849 486,506 708"
330,A-1701,17,4B PH,C,Pool,1 911,888,2 799,4 264 524,1 168 363,"4 264 524,1 168 363"
331,A-1707,17,4B PH,E,Pool,1 810,1 191,3 001,4 248 399,1 163 945,"4 248 399,1 163 945"
332,B-1701,17,3B PH Convertible,C,Pool,1 650,324,1 974,3 873 183,1 061 146,"3 873 183,1 061 146"
333,B-1705,17,4B PH,B,Street,1 992,1 230,3 222,4 310 532,1 180 968,"4 310 532,1 180 968"
334,B-1707,17,3B PH Convertible,A,Pool,1 518,655,2 173,3 738 488,1 024 243,"3 738 488,1 024 243"
335,B-1708,17,3B PH Convertible,B,Pool,1 671,535,2 206,3 792 975,1 039 171,"3 792 975,1 039 171"
